building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.016622543334961,6.367636680603027,30.966330331633575,55.47538967849264
10009,11.007733345031738,5.8097686767578125,16.688863202331895,74.9409488390793
10014,14.725741386413574,7.047732830047607,38.22092384112701,52.8796237861607
10019,14.717479705810547,7.0400776863098145,38.11151463362529,53.00658182521032
10029,10.62242603302002,6.312490463256836,18.25563221896085,74.51301795448481
10031,12.51763916015625,6.276342391967773,24.075656247238015,66.33768376395722
10051,13.290544509887695,5.998998641967773,25.97693550756574,62.84890553841633
10053,11.37392520904541,6.259119987487793,19.957686882933707,72.39730253878702
10056,14.221536636352539,6.179401874542236,31.770664359612127,57.05454021123968
10064,12.718530654907227,6.9641852378845215,28.79720674194458,62.75007537517385
10075,15.102250099182129,6.434341907501221,38.650516738803994,47.88777493154315
10079,15.080985069274902,7.317681789398193,41.84484343996516,49.50975173014567
10080,15.76278305053711,7.285018444061279,46.29914471299389,44.79235042274495
10082,16.434328079223633,6.726129055023193,48.483239296382344,40.738703712483996
10083,15.642218589782715,7.120654106140137,44.870436948965434,45.874420061760624
10084,15.1033353805542,7.149922847747803,40.92004216232495,50.25146815238669
10085,15.871822357177734,7.191623687744141,46.19291488551234,44.711558809836205
10086,14.372804641723633,7.220256805419922,37.17641372643789,53.11358144030933
10087,15.055537223815918,7.282686233520508,41.469463676759325,49.981681024359546
10089,13.964838027954102,7.286667823791504,35.386739547771484,56.44345252167993
10090,14.292318344116211,6.6198906898498535,36.6682123811732,51.18710874101553
10093,14.070098876953125,6.574833393096924,33.29722468964621,56.58621660853175
10094,14.169252395629883,6.771018028259277,35.31768182564439,55.03310895857276
10097,14.357938766479492,6.864206314086914,37.84189568509694,51.274561002676414
10117,15.467950820922852,6.682559967041016,44.13410625109789,44.460337775101
10119,14.089638710021973,6.751781463623047,35.08520585130448,54.69260543909918
10120,15.282522201538086,8.031757354736328,46.168775716171105,47.71627461636002
10124,13.869142532348633,7.0316572189331055,34.57151056426444,56.046202963016114
10126,13.40027141571045,6.6360626220703125,29.669961171902575,61.073067419696436
10128,17.42938232421875,6.706549167633057,56.04351758259297,34.869926052029584
10136,15.428348541259766,7.273128509521484,44.335472134615955,46.873362531760705
10144,12.11564826965332,6.126431465148926,21.836873023045637,68.86955866847416
10145,10.65972900390625,5.891879558563232,16.584416816930815,75.26810287558129
10150,14.96410083770752,7.494024753570557,41.2050516477199,50.724180776292116
10161,13.451458930969238,7.02940034866333,31.821653456440195,59.45789982857822
10165,13.055475234985352,6.732031345367432,29.071604938271605,62.0477366255144
10167,13.234451293945312,6.813344955444336,30.197673255775193,60.84369478982633
10168,13.195143699645996,6.899787902832031,30.327255804676984,60.48332142204198
10174,16.106287002563477,7.156527519226074,47.52029422252676,43.605484509267875
10176,16.177865982055664,7.031419277191162,47.727904971207614,43.0035886165744
10177,16.04772186279297,6.93079948425293,46.5108029236165,43.78865358357206
10180,15.83552074432373,7.1072187423706055,45.71042473457999,45.07291621048417
10182,16.73929214477539,6.320182800292969,50.893256970468315,37.49793773126871
10198,14.394111633300781,7.335027694702148,38.47823210268625,53.33465660976579
10199,17.198184967041016,6.975344657897949,53.66520389454803,37.86130802274247
10200,12.8021879196167,7.264874458312988,30.623482106418138,61.74071868706805
10201,15.907320976257324,7.276158809661865,46.86980609418283,44.83037314648851
10202,13.514369010925293,7.4964165687561035,33.943044979488505,58.72716066564606
10203,16.76084327697754,6.609580039978027,50.97312941426372,39.09179013329085
10204,14.73056697845459,7.0679612159729,38.91657364588317,51.831845000797315
10205,11.4553861618042,6.663824558258057,23.19462256224296,69.3605448193517
10206,10.129740715026855,6.360617160797119,17.55627510542889,76.30603865540608
10207,11.393509864807129,6.611586093902588,22.661278747529618,69.80446711492388
10208,9.394970893859863,5.5479607582092285,11.825466068975201,82.54961541161488
1021,16.62091827392578,6.418663024902344,48.1920289506357,40.319149960058134
10215,15.469593048095703,7.148993968963623,44.25972525885896,46.58636194876449
10219,14.159381866455078,7.299867153167725,37.30760536752769,54.16640979799848
1022,17.664508819580078,6.2485480308532715,56.96603045289636,32.35689829549145
1023,18.859682083129883,5.845617294311523,64.66509225370002,25.679553644515114
1024,18.1887264251709,5.935661792755127,59.85482191984535,29.60536099338241
10243,16.614713668823242,6.204465389251709,49.0093146358226,38.12274262652258
10244,15.573407173156738,6.621971607208252,44.1185238180409,43.49698920884755
10245,16.660070419311523,6.213568687438965,49.222021870637505,37.885353652861795
10247,15.610743522644043,6.619996070861816,44.65835426474348,43.10617113119858
10249,16.12706184387207,6.232769012451172,46.03220047829162,40.42574690962983
1025,17.439041137695312,6.343931198120117,55.5588659745822,34.24328476327918
10251,12.089111328125,7.5655741691589355,28.854054258722854,65.39633857745972
10252,11.95083236694336,7.626434803009033,27.435516619040456,67.08997593623101
10255,11.860577583312988,7.245029449462891,25.705381335947397,68.0976205228746
10257,15.027986526489258,7.355838775634766,40.22191792424863,52.074480850403035
10259,12.575640678405762,7.6375532150268555,30.319815699427448,64.01903987532607
1026,18.45720863342285,5.73500394821167,61.335756897837435,27.38627889634601
10260,13.530672073364258,7.210721492767334,33.01810505528554,58.931231433167916
10262,14.544885635375977,7.440857887268066,38.17619783616693,54.19969752870985
10263,16.43255615234375,7.092509746551514,48.3130476492304,42.96739158365382
10265,15.08029556274414,7.166072845458984,40.766213458429405,50.58970077654978
10267,16.24989128112793,7.479640960693359,48.89187291340717,43.24960270040531
10268,16.923646926879883,6.982219219207764,51.30757782307991,39.82265467688883
10269,18.516069412231445,6.810434341430664,61.48257214019347,30.83761060120268
1027,14.177242279052734,6.831578254699707,33.598653120077344,55.14123069486002
10276,13.072287559509277,7.006608486175537,30.180155781126434,62.210618682901995
10277,13.504100799560547,7.051939010620117,32.42999418349299,59.62038388946262
10279,13.868322372436523,7.008586406707764,35.778889236219655,55.250599145566326
10281,12.969339370727539,6.874817371368408,31.008333333333333,60.180208333333326
10282,14.266263008117676,6.788826942443848,37.71750078143993,51.44653214322926
10285,13.987380981445312,7.037866115570068,35.44285965839056,56.55220989610847
10288,14.543234825134277,6.8205718994140625,36.33577544819603,53.64278480013679
10291,12.230561256408691,6.735041618347168,25.186085547259363,66.2105689645193
10292,11.185345649719238,6.443861484527588,20.080325933470682,72.56649459478228
10303,17.624570846557617,6.581311225891113,55.600641382244184,34.55283222618541
10306,13.980387687683105,7.554457187652588,36.73348882524874,56.27232735968823
1031,12.155173301696777,6.847602367401123,25.782240177439796,66.4409062103929
10311,16.327077865600586,6.585291385650635,48.04930560484539,41.1574041214186
10312,16.408180236816406,6.458074569702148,47.48353659986211,41.386729429665024
10315,16.711076736450195,6.398252487182617,49.767554025267614,39.06164172505727
10316,15.40394401550293,6.671152591705322,41.71368833884174,47.436804820560106
10318,17.486722946166992,6.313042163848877,56.61186637158816,32.11191906417958
10323,14.300901412963867,7.364426612854004,38.09248740412695,53.307018388370075
10324,16.415681838989258,7.0210795402526855,49.37349321152138,41.392272554244386
10330,14.988750457763672,7.180446147918701,40.85168467605891,49.573701727989786
